,title,content
1366,28 盘中 涨幅 5%,39.9939 9839.9739 9639.9539 9439.9339 9239.9139
1367,融资 余额 81.21 创近 一年 新高 04 27,融资 融券 信息 27 融资 买入 2.16 融资 余额 81.21 创近 一年 新高 较前 一日 增加 2.73% 融资 当日 融资 买入 5.96 融资 偿还 3.8 融资 买入 2.16 买入 两市 排名 第一 连续 日净 买入 累计 8.21 融券 融券 卖出 35.23 万股 融券 偿还 70.54 万股 融券 余量 1648.95 万股 融券 余额 6.27 融资 融券 余额 合计 87.48 融资 融券 交易 明细 04 27 历史 融资 融券 数据 一览 免责 声明 本文 数据 生产 仅供参考 投资 建议 操作 风险 自担
1368,04 27 股通 减持 1458.7 万股,04 27 股通 减持 1458.7 万股 连续 股通 减持 1.56 亿股 最新 持股 15.31 亿股 股本 7.42% 五日 持股 数据 持股 股价 变动 免责 声明 本文 数据 生产 仅供参考 投资 建议 操作 风险 自担
1369,董事长 缪建民 招行 战略 定力,董事长 缪建民 战略 定力 推动 战略 落地生根 动摇 折腾 招行 行长 更替 该行 管理层 对外 发声 稳定 全行 经营 情况 27 招商局 集团 网站 消息 招商局 集团 董事长 董事长 缪建民 昨日 来到 总部 出席 干部 座谈会 班子 带领 全行 努力 经营 目标 招行 行长 田惠宇 查后 市场 招行 未来 战略 执行 经营策略 颇为 关注 17 上午 600036 SH 股价 收报 37.80 下跌 1.59% 一支 优秀 队伍 这是 宝贵财富 希望 广大干部 员工 静下心来 本职工作 支持 经营 班子 工作 缪建民 缪建民 面临 形势 战略 清醒 战略 定力 实践证明 正确 强化 执行 发展 战略 董事会 制定 包括 加快 财富 管理 转型 打造 发展 阶段 马利克 曲线 十四五 发展 规划 董事会 批准 年度 经营 计划 战略 举措 十四五 发展 规划 细化 战略 定力 推动 战略 落地生根 动摇 折腾 市场化 专业化 招行 核心 竞争力 对外 客户 导向 对内 业绩 导向 持续 客户 股东 员工 合作伙伴 社会 创造 价值 维护 股东 利益 行长 治理 董事会 支持 始终 两个 一以贯之 党的领导 前提 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 连续性 缪建民 指出 国内外 经济 形势 严峻 宏观经济 下行 压力 进一步 加大 党组织 广大党员 干部 增强 金融 工作 政治性 人民性 强化 金融 报国 情怀 始终 胸怀 两个 大局 心怀 国之大者 更好 服务 实体 经济 防范 化解 各类 金融风险 进一步 增强 统筹 疫情 防控 经济运行 统筹 发展 能力 稳字 稳中求进 重点 做好 战略 机制 经营 队伍 紧紧围绕 服务 实体 经济 防范 金融风险 深化 金融 改革 三大 着力 提升 财富 管理 金融 科技 风险管理 三大 能力 加快 打造 创新 驱动 模式 领先 特色 鲜明 最佳 价值 创造 银行 缪建民 中央纪委 国家 监委 对田惠宇 涉嫌 违纪 违法 纪律 审查 监察 调查 高质量 发展 消除 隐患 坚决拥护 中央 党委 以田惠宇 涉嫌 违纪 违法 镜鉴 深刻反思 警醒 坚持不懈 从严治党 反腐倡廉 纵深 推进 党组织 广大党员 干部 切实增强 四个 意识 坚定 四个 自信 两个 维护 提高 政治 判断力 政治 领悟力 政治 执行力 始终 在思想上 政治 上同 习近平 同志 核心 党中央 高度一致 成功 得益于 赶上 改革开放 时代 勇立 改革开放 潮头 抢抓 机遇 制定 执行 正确 战略 得益于 五个 始终 始终 两个 一以贯之 始终 市场化 专业化 道路 始终 创新 驱动 始终 差异化 发展 战略 始终 审慎 风险管理 得益于 创立 35 年来 业绩 导向 强有力 执行 文化 中央纪委 国家 监委 官网 22 消息 股份 有限公司 党委书记 行长 田惠宇 涉嫌 违纪 违法 接受 中央纪委 国家 监委 纪律 审查 监察 调查
1370,招行 董事长 缪建民 座谈会 行长,招商局 集团 官网 26 招商局 集团 董事长 董事长 缪建民 来到 总部 看望 干部 员工 广大党员 干部 座谈 交流 图片 来源 招商局 集团 官网 座谈会 讲话 缪建民 行长 治理 董事会 支持 始终 两个 一以贯之 党的领导 前提 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 连续性 缪建民 中央纪委 国家 监委 对田惠宇 涉嫌 违纪 违法 纪律 审查 监察 调查 高质量 发展 消除 隐患 坚决拥护 中央 党委 以田惠宇 涉嫌 违纪 违法 镜鉴 深刻反思 警醒 坚持不懈 从严治党 反腐倡廉 纵深 推进 党组织 广大党员 干部 切实增强 四个 意识 坚定 四个 自信 两个 维护 提高 政治 判断力 政治 领悟力 政治 执行力 始终 在思想上 政治 上同 习近平 同志 核心 党中央 高度一致 三个 交易日 招行 股价 连续 下跌 市值 跌破 万亿 今日 27 午间 收盘 股价 37.80 1.59% 市值 9533.1 每日 经济 新闻 综合 招商局 集团 官网 公开 资料
1371,董事长 缪建民 行长 治理,招商局 集团 官网 26 消息 集团 董事长 董事长 缪建民 26 日到 招行 总部 全行 干部 座谈会 招行 行长 治理 董事会 招行 支持 缪建民 中央纪委 国家 监委 对田惠宇 涉嫌 违纪 违法 纪律 审查 监察 调查 招行 高质量 发展 消除 隐患 坚决拥护 中央 缪建民 在讲话中 充分肯定 成绩 指出 一家 成功 商业银行 35 发展 盈利 能力 风险 抵补 能力 金融 科技 能力 行业 处于 领先 连续 荣获 最佳 商业银行 连续 11 最佳雇主 行业 金字招牌 成功 得益于 赶上 改革开放 时代 勇立 改革开放 潮头 抢抓 机遇 制定 执行 正确 战略 得益于 五个 始终 始终 两个 一以贯之 始终 市场化 专业化 道路 始终 创新 驱动 始终 差异化 发展 战略 始终 审慎 风险管理 得益于 创立 35 年来 业绩 导向 强有力 执行 文化 缪建民 中央纪委 国家 监委 对田惠宇 涉嫌 违纪 违法 纪律 审查 监察 调查 高质量 发展 消除 隐患 坚决拥护 中央 党委 以田惠宇 涉嫌 违纪 违法 镜鉴 深刻反思 警醒 坚持不懈 从严治党 反腐倡廉 纵深 推进 党组织 广大党员 干部 切实增强 四个 意识 坚定 四个 自信 两个 维护 提高 政治 判断力 政治 领悟力 政治 执行力 始终 在思想上 政治 上同 习近平 同志 核心 党中央 高度一致 缪建民 指出 国内外 经济 形势 严峻 宏观经济 下行 压力 进一步 加大 党组织 广大党员 干部 增强 金融 工作 政治性 人民性 强化 金融 报国 情怀 始终 胸怀 两个 大局 心怀 国之大者 更好 服务 实体 经济 防范 化解 各类 金融风险 进一步 增强 统筹 疫情 防控 经济运行 统筹 发展 能力 稳字 稳中求进 重点 做好 战略 机制 经营 队伍 紧紧围绕 服务 实体 经济 防范 金融风险 深化 金融 改革 三大 着力 提升 财富 管理 金融 科技 风险管理 三大 能力 加快 打造 创新 驱动 模式 领先 特色 鲜明 最佳 价值 创造 银行 缪建民 面临 形势 战略 清醒 战略 定力 实践证明 正确 强化 执行 发展 战略 董事会 制定 包括 加快 财富 管理 转型 打造 发展 阶段 马利克 曲线 十四五 发展 规划 董事会 批准 年度 经营 计划 战略 举措 十四五 发展 规划 细化 战略 定力 推动 战略 落地生根 动摇 折腾 市场化 专业化 招行 核心 竞争力 对外 客户 导向 对内 业绩 导向 持续 客户 股东 员工 合作伙伴 社会 创造 价值 维护 股东 利益 行长 治理 董事会 支持 始终 两个 一以贯之 党的领导 前提 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 连续性 缪建民 指出 一支 优秀 队伍 这是 宝贵财富 希望 广大干部 员工 静下心来 本职工作 支持 经营 班子 工作 班子 带领 全行 努力 经营 目标 稳定增长 稳健 发展 推动 招商局 集团 高质量 发展 作出 更大 贡献 稳定 宏观经济 大盘 作出 应有 贡献
1372,董事长 缪建民 招行 行长 治理,招商局 集团 官网 消息 26 集团 董事长 董事长 缪建民 招行 全行 干部 座谈会 招行 行长 治理 董事会 招行 支持 始终 两个 一以贯之 党的领导 前提 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 连续性
1373,招行 董事长 缪建民 招行 行长 治理,新华 财经 北京 27 日电 招商局 集团 官网 消息 集团 董事长 董事长 缪建民 26 日到 招行 总部 全行 干部 座谈会 招行 行长 治理 董事会 招行 支持 始终 两个 一以贯之 党的领导 前提 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 连续性 三个 缪建民 中央纪委 国家 监委 对田惠宇 涉嫌 违纪 违法 纪律 审查 监察 调查 招行 高质量 发展 消除 隐患 坚决拥护 中央 招行 党委 以田惠宇 涉嫌 违纪 违法 镜鉴 深刻反思 警醒 坚持不懈 从严治党 反腐倡廉 纵深 推进
1374,董事长 缪建民 最新 表态 重点 做好 战略,招商局 集团 官网 消息 集团 董事长 董事长 缪建民 26 日到 招行 总部 全行 干部 座谈会 招行 行长 治理 董事会 招行 支持 始终 两个 一以贯之 党的领导 前提 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 连续性 三个 缪建民 在讲话中 充分肯定 招行 成绩 指出 招行 一家 成功 商业银行 35 发展 盈利 能力 风险 抵补 能力 金融 科技 能力 行业 处于 领先 招行 成功 得益于 赶上 改革开放 时代 抢抓 机遇 制定 执行 正确 战略 得益于 五个 始终 始终 两个 一以贯之 始终 市场化 专业化 道路 始终 创新 驱动 始终 差异化 发展 战略 始终 审慎 风险管理 得益于 35 年来 业绩 导向 强有力 执行 文化 缪建民 中央纪委 国家 监委 对田惠宇 涉嫌 违纪 违法 纪律 审查 监察 调查 招行 高质量 发展 消除 隐患 坚决拥护 中央 招行 党委 以田惠宇 涉嫌 违纪 违法 镜鉴 深刻反思 警醒 坚持不懈 从严治党 反腐倡廉 纵深 推进 缪建民 指出 进一步 增强 统筹 疫情 防控 经济运行 统筹 发展 能力 稳字 稳中求进 重点 做好 战略 机制 经营 队伍 紧紧围绕 服务 实体 经济 防范 金融风险 深化 金融 改革 三大 着力 提升 财富 管理 金融 科技 风险管理 三大 能力 加快 打造 创新 驱动 模式 领先 特色 鲜明 最佳 价值 创造 银行 缪建民 面临 形势 战略 清醒 战略 定力 实践证明 正确 强化 执行 招行 发展 战略 董事会 制定 包括 加快 财富 管理 转型 打造 发展 阶段 马利克 曲线 十四五 发展 规划 董事会 批准 年度 经营 计划 战略 举措 十四五 发展 规划 细化 战略 定力 推动 战略 落地生根 动摇 折腾 市场化 专业化 招行 核心 竞争力 对外 客户 导向 对内 业绩 导向 持续 客户 股东 员工 合作伙伴 社会 创造 价值 维护 股东 利益 缪建民 指出 招行 一支 优秀 队伍 这是 宝贵财富 希望 广大干部 员工 静下心来 本职工作 支持 经营 班子 工作 班子 带领 全行 努力 经营 目标
1375,04 26 股通 减持 1712.51 万股,04 26 股通 减持 1712.51 万股 连续 股通 减持 1.42 亿股 最新 持股 15.45 亿股 股本 7.49% 五日 持股 数据 持股 股价 变动 免责 声明 本文 数据 生产 仅供参考 投资 建议 操作 风险 自担
1376,融资 余额 79.05 创近 一年 新高 04 26,融资 融券 信息 26 融资 买入 1572.67 融资 余额 79.05 创近 一年 新高 较前 一日 增加 0.2% 融资 当日 融资 买入 4.44 融资 偿还 4.28 融资 买入 1572.67 融券 融券 卖出 72.1 万股 融券 偿还 119.83 万股 融券 余量 1684.26 万股 融券 余额 6.47 融资 融券 余额 合计 85.52 融资 融券 交易 明细 04 26 历史 融资 融券 数据 一览 免责 声明 本文 数据 生产 仅供参考 投资 建议 操作 风险 自担
1377,北向 资金 反复 流入 流出 依旧 卖出 居首 增持,26 三大 指数 再创 调整 新低 收盘 指跌 1.44% 失守 2900 整数 关口 深成指 1.66% 创业板 指跌 0.85% 板块 芬太尼 免税店 肝炎 超级 品牌 板块 涨幅 居前 纺织 服装 煤炭 证券 次新股 板块 跌幅 居前 北向 资金 小幅 回流 智能 监测 北向 资金 全天 买入 15.43 内部 依旧 分化 股通净 卖出 2.78 深股 通净 买入 18.21 几天 越声 理财 发现 北向 资金 流入 流出 持续性 反复 态度 越声 理财 统计 25 期间 北向 资金 增持 电池 行业 净额 41.61 紧随其后 煤炭行业 净额 11.91 板块 增持 净额 10 北向 资金 减持 最多 银行 板块 净额 37.45 紧随其后 包括 钢铁 酿酒 互联网 板块 净额 10 11 十大 活跃 五粮液 东方 财富 获净 买入 4.11 3.61 3.01 卖出 居首 金额 6.65 值得 留意 昨日 北向 资金 卖出 金额 24.12 本周 累计 卖出 额超 30
1381,行长 更迭 发展 思路 有无 变化 资产 质量 呈何 趋势 招行,25 备受 市场 关注 600036 SH 03968 HK 一季度 业绩 交流会 22 晚间 招行 发布 季报 营业 收入 919.90 同比 增长 8.54% 归属于 股东 净利润 360.22 同比 增长 12.52% 同一天 中央纪委 国家 监委 发布 消息 党委书记 行长 田惠宇 涉嫌 违纪 违法 接受 中央纪委 国家 监委 纪律 审查 监察 调查 田惠宇 调查 招行 发展 思路 有无 变化 资产 质量 呈现 趋势 招行 常务 副行长 王良 为首 管理层 给予 回应 零售 银行业务 肯定 坚定不移 近日 发布公告 该行 免去 行长 田惠宇 相关 职务 该行 常务 副行长 王良 主持 工作 田惠宇 该行 行长 时间 突如其来 人事变动 招行 发展 战略 王良 回应 我行 实行 董事会 领导 行长 负责制 董事会 高度负责 态度 稳定 连续 新任 行长 作出 慎重 选择 18 董事会 董事会 研究 主持 工作 授权 代行 行长 职责 确保 业务 队伍 稳定 一周 管理层 齐心协力 团结 带领 全行 员工 克服困难 各项 业务 平稳 发展 各项 业务 经营 管理 王良 王良 招行 成功 概括 五个 始终 一是 始终 两个 一以贯之 二是 始终 市场化 专业化 道路 三是 始终 创新 驱动 发展 四是 始终 差异化 发展 战略 五是 始终 稳健 审慎 风险管理 理念 五个 始终 是因为 始终保持 三个 一是 董事会 领导 行长 负责制 二是 市场化 激励 约束 机制 三是 干部队伍 人才 稳定性 王良 三个 五个 始终 成功 密码 特色 优势 董事会 管理层 长期 进一步 战略 清晰 坚定 2004 确立 零售 银行业务 发展 战略 2014 提出 轻型 银行 战略 去年 提出 以大 财富 管理 价值 循环 链为 核心 3.0 经营 模式 一脉相承 与时俱进 零售 银行 战略 基础 提升 深化 零售 银行业务 我行 压舱 我行 业务 半壁江山 无论是 规模 收入 利润 品牌 我行 带来 贡献 零售 银行业务 肯定 坚定不移 王良 地产 风险 暴露 预计 年内 数据 一季度 招行 不良贷款 余额 541.38 年末 增加 32.76 不良贷款 0.94% 年末 0.03 百分点 该行 副行长 朱江涛 经济 面临 下行 压力 叠加 疫情 因素 外部 诸多 不确定性 感受 整体 资产 质量 压力 风险 整体 可控 四个 运行 情况 总体 风险 判断 年初 预判 整体 资产 质量 压力 可控 值得一提的是 该行 涉房 贷款 不良率 升高 报告 期末 该行 对公 房地产 不良贷款 2.57% 年末 1.18 百分点 朱江涛 回应 总体而言 两个 一是 年初 房地产 行业 风险 判断 变化 二是 全行 房地产 行业 风险 政策 改变 进一步 审批 流程 我行 承担 信用风险 表内 资产 审批 分级 授权 安排 双签 联签 审贷会 分级 审批 行长 一票否决权 承担 信用风险 审批 投融资 业务 给予 市场 条线 内嵌 风险 团队 授权 超出 授权 业务 要报 委会 审批 行长 一票否决权 代销 业务 金额 大小 一律 代销 委员会 审批 行长 一票否决权 一季度 房地产 不良 生成 两三个 房地产 年初 预判 我行 房地产 业务 风险 整体 行业 趋势 密切相关 我行 房地产 业务 风险 可控 判断 年内 概率 整体 行业性 风险 暴露 会见 对公 贷款 增速 零售 贷款 招行 一季度 报告 对公 贷款 增速 零售 贷款 未来 三个 季度 招行 资产 配置 贷款 结构 变化 该行 资产负债 管理部 彭家文 年初 计划 安排 新增 贷款 进一步 加大 零售 贷款 配置 60% 水平 形势 变化 动态 调整结构 包括 三个 一是 尽力 年初 计划 安排 推动 贷款 投放 对公 贷款 聚焦 五大 方向 包括 新能源 绿色 经济 加大 客户 结构调整 贷款 投放 推动 零售 疫情 房地产 需求 萎缩 结构性 机会 住房 按揭 贷款 二是 新增 贷款 计划 5000 多亿元 蕴藏 机会 地方 挖掘 三是 结构 安排 僵化 一成不变 阶段性 外部 形势 变化 相机 抉择 做出 阶段性 调整 安排 王良 进一步 补充 面对 流动性 宽松 信贷 需求 情况 调整 资产 配置 策略 一季度 存款 增长 不错 日均 余额 上年 增长 6000 多亿元 资产 投放 配置 面临 压力 加大 债券 业务 投资 加大 同业 业务 票据 业务 配置 信用卡 住房 按揭 市场 导致 需求 带来 缺口 加大 对公 资产 配置 对公 贷款 一季度 增长 零售 业务 配置 策略 阶段性 灵活 调整 王良
1382,万联 证券 给予 增持 评级 业绩 稳健 增长,万联 证券 04 25 发布 报称 给予 600036 SH 最新 39.08 增持 评级 评级 理由 包括 收入 利润 稳健 增长 成本 收入 优化 手续费 收入 走弱 风险 提示 受新冠 疫情 全球 经济 恢复 不及 预期 导致 银行 资产 大幅 波动 AI 点评 一个月 13 券商 研报 关注 买入 增持 强烈推荐 平均 目标价 63.88 最新 39.08 相比 24.8 目标 均价 涨幅 63.47%
1384,民生 证券 给予 推荐 评级 市场 波动 人事变动,民生 证券 04 26 发布 报称 给予 600036 SH 最新 38.83 推荐 评级 评级 理由 包括 营收 利润 增速 下行 贡献 分解 中收 拨备 利润 增速 缩水 主因 较差 市场 环境 财富 管理 依然 斩获 颇丰 结构 私行 AUM 增速 回落 长尾 增势 息差 提升 资产 增速 触底 回升 不良率 小幅 上行 拨备 水平 稳居 高位 风险 提示 宏观经济 形势 下行 信用风险 暴露 转型 进度 不及 预期 AI 点评 一个月 13 券商 研报 关注 买入 增持 强烈推荐 平均 目标价 63.88 最新 38.83 相比 25.05 目标 均价 涨幅 64.52%
1385,融资 余额 78.89 创近 一年 新高 04 25,融资 融券 信息 25 融资 买入 5.89 融资 余额 78.89 创近 一年 新高 较前 一日 增加 8.07% 融资 当日 融资 买入 10.28 融资 偿还 4.39 融资 买入 5.89 买入 两市 排名 第一 融券 融券 卖出 68.58 万股 融券 偿还 148.72 万股 融券 余量 1731.99 万股 融券 余额 6.73 融资 融券 余额 合计 85.61 融资 融券 交易 明细 04 25 历史 融资 融券 数据 一览 免责 声明 本文 数据 生产 仅供参考 投资 建议 操作 风险 自担
1386,04 25 股通 减持 6106.92 万股,04 25 股通 减持 6106.92 万股 连续 股通 减持 1.25 亿股 最新 持股 15.63 亿股 股本 7.57% 五日 持股 数据 持股 股价 变动 免责 声明 本文 数据 生产 仅供参考 投资 建议 操作 风险 自担
1387,招行 高管层 最新 发声 各项 经营 管理 状态,昨日 备受 市场 关注 零售 之王 招行 在线 一季度 业绩 交流会 招行 行长 田惠宇于 18 董事会 解聘 后于 22 调查 18 招行 累计 跌去 17% 引发 市场 担忧 对此 主持 工作 招行 常务 副行长 王良 会上 全行 各项 业务 平稳 发展 各项 经营 管理 状态 王良 特别强调 三个 五个 始终 招行 特色 优势 董事会 管理层 长期 坚持下去 招行 战略 清晰 坚定 一步 管理层 坚定不移 做好 战略 实施 战略 执行 偏移 动摇 数据 一季度 该行 营业 收入 919.9 同比 增长 8.5% 净利润 同比 增长 12.5% 360 经营 业绩 表现 平稳 确保 业务 队伍 稳定 此前 掌舵 招行 期间 田惠宇 招行 战略 推进 实施 经营 业绩 市值 表现 烙印 落马 充满 疑虑 担心 招行 发展 思路 变动 对此 王良 介绍 18 董事会 主持 招行 工作 授权 代行 行长 职责 确保全 业务 队伍 稳定 一周 齐心协力 各项 业务 平稳 发展 经营 管理 王良 三个 五个 始终 招行 特色 优势 董事会 管理层 长期 坚持下去 五个 始终 始终 两个 一以贯之 始终 市场化 专业化 道路 始终 创新 驱动 发展 始终 差异化 发展 战略 始终 稳健 审慎 风险管理 理念 五个 始终 是因为 始终保持 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 三个 我行 治理 机制 董事会 高度负责 态度 全行 稳定 连续 新任 行长 作出 慎重 选择 王良称 王良 招行 2004 确立 零售 银行 业务 发展 战略 2014 提出 轻型 银行 战略 去年 提出 财富 管理 价值 循环 核心 3.0 经营 模式 一脉相承 与时俱进 零售 银行 战略 基础 提升 深化 零售 银行业务 我行 压舱 业务 半壁江山 无论是 规模 收入 利润 品牌 带来 贡献 零售 银行业务 肯定 坚定不移 王良 去年初 招行 制定 五年 发展 规划 提出 创新 驱动 模式 领先 特色 鲜明 最佳 价值 创造 银行 去年 实施 成效 王良 一步 管理层 坚定不移 做好 战略 实施 战略 执行 偏移 动摇 财富 管理 业务 优势 招行 财富 管理 元年 一年 该行 财富 管理 收入 521.3 同比 增长 33.9% 全行 营收 贡献 接近 16% 田惠宇 离去 财富 管理 何去何从 招行 愈加 拥挤 赛道 零售 业务 财富 管理 业务 优势 对此 招行 行长 助理 钟德胜 介绍 3.0 模式 打造 核心 招行 推进 财富 管理 时代 零售 业务 核心 能力 建设 包括 加快 构建 客户 中心 资产 配置 专业 能力 构建 投商 私科 一体化 服务 模式 强化 私人 银行业务 优势 数字化 服务 模式 构建 招行 财富 管理 时代 渠道 优势 特色 APP 开放平台 建设 加大 财富 管理 布局 加大 开放 力度 开放 融合 全行 组织 效能 协同 效能 发挥 钟德胜 零售 业务 战略 制定 实施 过程 招行 积累 打造 零售 业务 体系化 优势 这是 底气 基础 推进 多项 核心 能力 建设 招行 财富 管理 时代 塑造 竞争 优势 充满信心 值得注意 疫情 资本 市场 波动 基数 因素 一季度 招行 非息 收入 承压 弱于 行营 增幅 财富 管理 业务 中收 同比 减少 11% 结构 代销 信托 收入 招行 财务会计 负责人 销售 面临 不利 形势 该行 销售 市场份额 稳步 提升 综合 竞争能力 并未 挑战 该行 理财 保险 代销 收入 同比 大幅 抵补 两项 业务 数据 月末 招行 零售 AUM 管理 客户 资产 11.34 万亿元 年初 增长 5.4% 金葵花 客户 AUM 同期 增幅 4.7% 零售 AUM 增量 70% 私行 户均 AUM 升至 2800 财富 管理 业务 一季度 招行 财富 管理 板块 资管 业务 托管 业务 增长 资产 管理 手续费 佣金 收入 同比 增长 47.6% 托管 业务收入 同比 增长 11.3% 托管 资产 余额 一度 突破 20 万亿元
